,Address,Coordinates
9112,261A PUNGGOL WAY,"('1.40592709928122', '103.897013157327')"
9113,672D EDGEFIELD PLAINS,"('1.40759031189113', '103.910923572748')"
9114,259A PUNGGOL FIELD,"('1.40382339950391', '103.895547769394')"
9115,259C PUNGGOL FIELD,"('1.40453408581455', '103.895665532043')"
9116,667A PUNGGOL DR,"('1.40260030998864', '103.913971396177')"
9117,260A PUNGGOL WAY,"('1.40479713792879', '103.896616087907')"
9118,336A ANCHORVALE CRES,"('1.39754408575022', '103.88932509626')"
9119,336C ANCHORVALE CRES,"('1.39774373171815', '103.88858318745')"
9120,330A ANCHORVALE ST,"('1.39662723563942', '103.889865427006')"
9121,890B TAMPINES AVE 1,"('1.34690555756363', '103.933409216927')"
9122,342A YISHUN RING RD,"('1.43059711114855', '103.84446482342')"
9123,504D YISHUN ST 51,"('1.41833362541375', '103.843721655882')"
9124,505B YISHUN ST 51,"('1.41924161070524', '103.844941652639')"
9125,505D YISHUN ST 51,"('1.41883284175427', '103.844225827265')"
9126,650 ANG MO KIO ST 61,"('1.37769118043958', '103.84274515222')"
9127,634B SENJA RD,"('1.38611988630201', '103.758328624429')"
9128,488A CHOA CHU KANG AVE 5,"('1.37705950007098', '103.738981398036')"
9129,476A UPP SERANGOON VIEW,"('1.37676038157719', '103.904050364711')"
9130,477A UPP SERANGOON VIEW,"('1.37830875820742', '103.903841957906')"
9131,475D UPP SERANGOON CRES,"('1.37518254401411', '103.900405982824')"
9132,138C YUAN CHING RD,"('1.32843797727643', '103.723795893377')"
9133,138B YUAN CHING RD,"('1.32841510984309', '103.724304147765')"
9134,524C PASIR RIS ST 51,"('1.37054528648514', '103.947594583702')"
9135,673C EDGEFIELD PLAINS,"('1.40722159434779', '103.910591907295')"
9136,261B PUNGGOL WAY,"('1.40601534722271', '103.896508270967')"
9137,666B PUNGGOL DR,"('1.40179672508929', '103.915278092564')"
9138,416B FERNVALE LINK,"('1.39048519034443', '103.880509545623')"
9139,414A FERNVALE LINK,"('1.38958310807082', '103.87947708432')"
9140,494E TAMPINES ST 43,"('1.36421531545345', '103.953511202271')"
9141,180A MARSILING RD,"('1.43904320861563', '103.778109726656')"
9142,505A YISHUN ST 51,"('1.41884459566005', '103.84482453185')"
9143,748B BEDOK RESERVOIR CRES,"('1.33629391354583', '103.921242294579')"
9144,747C BEDOK RESERVOIR CRES,"('1.33679206446803', '103.921982613627')"
9145,311B CLEMENTI AVE 4,"('1.31944669077178', '103.765649446368')"
9146,311C CLEMENTI AVE 4,"('1.32010579336827', '103.765573470177')"
9147,311A CLEMENTI AVE 4,"('1.31911656776897', '103.765492195959')"
9148,475A UPP SERANGOON CRES,"('1.37629840280721', '103.900220786851')"
9149,477B UPP SERANGOON VIEW,"('1.37881205219672', '103.904229621366')"
9150,527D PASIR RIS ST 51,"('1.36968625501963', '103.947922425135')"
9151,672C EDGEFIELD PLAINS,"('1.40743702403924', '103.911196464451')"
9152,673B EDGEFIELD PLAINS,"('1.40697762946912', '103.911041462626')"
9153,672A EDGEFIELD PLAINS,"('1.40641415134174', '103.912620387754')"
9154,666A PUNGGOL DR,"('1.40153631153053', '103.915077974858')"
9155,258B PUNGGOL FIELD,"('1.40368230786817', '103.896461412296')"
9156,260C PUNGGOL WAY,"('1.40524575016039', '103.896410927147')"
9157,260B PUNGGOL WAY,"('1.40488489257322', '103.896351333072')"
9158,414B FERNVALE LINK,"('1.39001961783905', '103.879574314696')"
9159,416C FERNVALE LINK,"('1.38979947929697', '103.88064410102')"
9160,415B FERNVALE LINK,"('1.38884403585275', '103.880083476817')"
9161,636A SENJA RD,"('1.38691566473158', '103.758538070592')"
9162,548A SEGAR RD,"('1.38903884910542', '103.768351041202')"
9163,636C SENJA RD,"('1.3874345429217', '103.75911857359')"
9164,487B CHOA CHU KANG AVE 5,"('1.37635512444695', '103.738360161731')"
9165,476C UPP SERANGOON VIEW,"('1.37794957092138', '103.904346035596')"
9166,477C UPP SERANGOON VIEW,"('1.37932250991171', '103.904191032446')"
9167,672B EDGEFIELD PLAINS,"('1.40665275009356', '103.912312507427')"
9168,667B PUNGGOL DR,"('1.40211070319784', '103.914916619924')"
9169,673A EDGEFIELD PLAINS,"('1.4066767256676', '103.911613291129')"
9170,665A PUNGGOL DR,"('1.40212769104002', '103.913578463409')"
9171,258A PUNGGOL FIELD,"('1.40379930905886', '103.895988121768')"
9172,92 DAWSON RD,"('1.29512086158743', '103.81115001607')"
9173,89 DAWSON RD,"('1.29546316937491', '103.811785236884')"
9174,415A FERNVALE LINK,"('1.3890450841015', '103.879415312113')"
9175,416A FERNVALE LINK,"('1.39061195455357', '103.879963568325')"
9176,415C FERNVALE LINK,"('1.38931984965925', '103.88050116533')"
9177,472C FERNVALE ST,"('1.39631552198212', '103.881167314758')"
9178,469B SENGKANG WEST WAY,"('1.39585256390138', '103.877684905205')"
9179,494D TAMPINES ST 43,"('1.36380015761494', '103.953438683803')"
9180,504C YISHUN ST 51,"('1.41796651351006', '103.843458679904')"
9181,504B YISHUN ST 51,"('1.41773318073336', '103.84382441362')"
9182,807B CHAI CHEE RD,"('1.32750585189984', '103.923264046182')"
9183,489C CHOA CHU KANG AVE 5,"('1.37605683547385', '103.739806181184')"
9184,489A CHOA CHU KANG AVE 5,"('1.37560094818422', '103.740360009689')"
9185,487C CHOA CHU KANG AVE 5,"('1.37651280702577', '103.739137682367')"
9186,665C PUNGGOL DR,"('1.40149164608042', '103.914459128885')"
9187,308B PUNGGOL WALK,"('1.40780265306018', '103.899609389645')"
9188,308C PUNGGOL WALK,"('1.40800694944027', '103.899074357998')"
9189,671A EDGEFIELD PLAINS,"('1.40605924173081', '103.912020670376')"
9190,258C PUNGGOL FIELD,"('1.40414193190214', '103.896363634267')"
9191,468B FERNVALE LINK,"('1.39745479369412', '103.878010391039')"
9192,490B CHOA CHU KANG AVE 5,"('1.37562311961725', '103.741340715793')"
9193,489D CHOA CHU KANG AVE 5,"('1.3758879374176', '103.740225214266')"
9194,490D CHOA CHU KANG AVE 5,"('1.37602869228672', '103.741368197927')"
9195,308A PUNGGOL WALK,"('1.4077542563694', '103.90090623665')"
9196,86 DAWSON RD,"('1.29564903068441', '103.810230517871')"
9197,90 DAWSON RD,"('1.29540163896319', '103.812185563953')"
9198,471C FERNVALE ST,"('1.39595291069106', '103.8815041411')"
9199,472A FERNVALE ST,"('1.39740224240408', '103.881338084424')"
9200,807A CHAI CHEE RD,"('1.32707387863852', '103.923188202853')"
9201,488B CHOA CHU KANG AVE 5,"('1.3769739817533', '103.739293156619')"
9202,488C CHOA CHU KANG AVE 5,"('1.37659678332207', '103.73994960705')"
9203,671B EDGEFIELD PLAINS,"('1.40619118291017', '103.911699311071')"
9204,469C SENGKANG WEST WAY,"('1.39632353747039', '103.877422028405')"
9205,443A FAJAR RD,"('1.38146636369732', '103.769766736479')"
9206,443B FAJAR RD,"('1.38101722786729', '103.769595216738')"
9207,442D FAJAR RD,"('1.38092147169303', '103.770840739111')"
9208,490C CHOA CHU KANG AVE 5,"('1.37575014356152', '103.741751767068')"
9209,490A CHOA CHU KANG AVE 5,"('1.37519738080978', '103.741426402066')"
9210,487A CHOA CHU KANG AVE 5,"('1.37587750919484', '103.739113762764')"
9211,489B CHOA CHU KANG AVE 5,"('1.37573636567496', '103.73958458863')"
9212,376A HOUGANG ST 32,"('1.36346009799329', '103.893576325679')"
9213,376B HOUGANG ST 32,"('1.36412337735229', '103.894090730991')"
9214,530C PASIR RIS DR 1,"('1.37162618190542', '103.950113871559')"
9215,670A EDGEFIELD PLAINS,"('1.40538341177792', '103.912960755392')"
9216,663A PUNGGOL DR,"('1.40024347553794', '103.917080046799')"
9217,310A PUNGGOL WALK,"('1.40870088870466', '103.901326604714')"
9218,670C EDGEFIELD PLAINS,"('1.40534285786675', '103.913933278721')"
9219,665B PUNGGOL DR,"('1.40204057235273', '103.914141095483')"
9220,91 DAWSON RD,"('1.29534041095665', '103.812585191493')"
9221,470A FERNVALE LINK,"('1.39647838386976', '103.879494944074')"
9222,469A SENGKANG WEST WAY,"('1.39589511654296', '103.878083108343')"
9223,807C CHAI CHEE RD,"('1.3279979407231', '103.92324860169')"
9224,808A CHAI CHEE RD,"('1.3268704456533', '103.923848194061')"
9225,443C FAJAR RD,"('1.38057053056182', '103.76973269177')"
9226,443D FAJAR RD,"('1.38061381455692', '103.770645093029')"
9227,807A CHOA CHU KANG AVE 1,"('1.37580545998649', '103.744793478077')"
9228,488D CHOA CHU KANG AVE 5,"('1.37642221610651', '103.740504704448')"
9229,440C CLEMENTI AVE 3,"('1.31663371565974', '103.763934137674')"
9230,18D CIRCUIT RD,"('1.32940434763773', '103.889196979567')"
9231,17B CIRCUIT RD,"('1.32994002346249', '103.889189084492')"
9232,17A CIRCUIT RD,"('1.32989202076676', '103.888112904804')"
9233,664A PUNGGOL DR,"('1.39943218267508', '103.917510729317')"
9234,310C PUNGGOL WALK,"('1.40971096118277', '103.899898384977')"
9235,668B EDGEFIELD PLAINS,"('1.40478291873635', '103.912978515395')"
9236,670B EDGEFIELD PLAINS,"('1.40532418039845', '103.913280733404')"
9237,663C PUNGGOL DR,"('1.40036549350585', '103.91763192338')"
9238,664B PUNGGOL DR,"('1.40006476990517', '103.91785153697')"
9239,679B PUNGGOL DR,"('1.40631693046248', '103.908463046017')"
9240,679C PUNGGOL DR,"('1.40641380778331', '103.908805683601')"
9241,679A PUNGGOL DR,"('1.40591156262743', '103.908288150968')"
9242,310B PUNGGOL WALK,"('1.40932267495625', '103.900801836373')"
9243,669B EDGEFIELD PLAINS,"('1.40453606912894', '103.914012816111')"
9244,669A EDGEFIELD PLAINS,"('1.40490974914062', '103.913969471596')"
9245,663B PUNGGOL DR,"('1.4007712264439', '103.917348684837')"
9246,93 DAWSON RD,"('1.2949922696335', '103.8117965437')"
9247,467A FERNVALE LINK,"('1.39798359035227', '103.8784589917')"
9248,471A FERNVALE ST,"('1.39604094734393', '103.880735419984')"
9249,472B FERNVALE ST,"('1.39677177049675', '103.881104301377')"
9250,471B FERNVALE ST,"('1.39649875629749', '103.880447337309')"
9251,293D COMPASSVALE CRES,"('1.39674216564884', '103.895331584899')"
9252,468C FERNVALE LINK,"('1.39689621112725', '103.877785328873')"
9253,871C TAMPINES ST 86,"('1.35670900289357', '103.931385349285')"
9254,808C CHAI CHEE RD,"('1.32789302968468', '103.923874941007')"
9255,96A HENDERSON RD,"('1.28798878836651', '103.821947260359')"
9256,442B FAJAR RD,"('1.38143384735951', '103.771366304235')"
9257,442C FAJAR RD,"('1.38148756854256', '103.770942229271')"
9258,18A CIRCUIT RD,"('1.32932082372457', '103.888071748726')"
9259,316 HOUGANG AVE 7,"('1.36497584742043', '103.896809883055')"
9260,57 TEBAN GDNS RD,"('1.32254226544254', '103.737560699176')"
9261,256C SUMANG WALK,"('1.40540203681824', '103.895910481206')"
9262,256D SUMANG WALK,"('1.40494870154993', '103.896007686194')"
9263,678A PUNGGOL DR,"('1.40566213236302', '103.908718985826')"
9264,87 DAWSON RD,"('1.2957304268451', '103.809759937443')"
9265,868B TAMPINES AVE 8,"('1.35592432083149', '103.932912367489')"
9266,440B CLEMENTI AVE 3,"('1.31623936538205', '103.763566375801')"
9267,376C HOUGANG ST 32,"('1.36406322514465', '103.893679750644')"
9268,8A UPP BOON KENG RD,"('1.31291757072948', '103.869743094328')"
9269,530B PASIR RIS DR 1,"('1.37168953845762', '103.949502101347')"
9270,530A PASIR RIS DR 1,"('1.37114053931458', '103.949850548422')"
9271,668A EDGEFIELD PLAINS,"('1.40501880052452', '103.912411867708')"
9272,88 DAWSON RD,"('1.29579395038247', '103.809264765809')"
9273,470B FERNVALE LINK,"('1.39687117865647', '103.879859508141')"
9274,473A FERNVALE ST,"('1.39785974876811', '103.881232764244')"
9275,294A COMPASSVALE CRES,"('1.39606977416428', '103.895933432889')"
9276,468A FERNVALE LINK,"('1.39747908543717', '103.878500081571')"
9277,470C FERNVALE LINK,"('1.39619403936395', '103.879992372196')"
9278,164A RIVERVALE CRES,"('1.39007029696728', '103.907273221559')"
9279,808B CHAI CHEE RD,"('1.32747242201869', '103.923868263972')"
9280,95C HENDERSON RD,"('1.28740640570626', '103.822053233106')"
9281,815A CHOA CHU KANG AVE 7,"('1.37607846692948', '103.74690311631')"
9282,18C CIRCUIT RD,"('1.3292969092972', '103.888792588332')"
9283,18B CIRCUIT RD,"('1.32918105126141', '103.888248441219')"
9284,55 TEBAN GDNS RD,"('1.32189197261167', '103.737551593405')"
9285,8B UPP BOON KENG RD,"('1.31234447247543', '103.869898299245')"
9286,256B SUMANG WALK,"('1.40604907945801', '103.896179521001')"
9287,677A PUNGGOL DR,"('1.40528964160836', '103.909204123728')"
9288,316C PUNGGOL WAY,"('1.40897577474178', '103.897024808292')"
9289,256A SUMANG WALK,"('1.4060916048068', '103.895706618576')"
9290,678B PUNGGOL DR,"('1.40576170081906', '103.908840037229')"
9291,467B FERNVALE LINK,"('1.39807105476614', '103.877933381661')"
9292,164B RIVERVALE CRES,"('1.3896935721541', '103.907293906792')"
9293,293A COMPASSVALE CRES,"('1.39653303935383', '103.895867598027')"
9294,164C RIVERVALE CRES,"('1.38983290258257', '103.907856160943')"
9295,870A TAMPINES ST 86,"('1.35608700205895', '103.931752248401')"
9296,871B TAMPINES ST 86,"('1.35651147306916', '103.931956767677')"
9297,809B CHOA CHU KANG AVE 1,"('1.37476188616122', '103.744965122728')"
9298,807B CHOA CHU KANG AVE 1,"('1.37604418165093', '103.745170882728')"
9299,803A KEAT HONG CL,"('1.37386468483914', '103.742970078269')"
9300,805A KEAT HONG CL,"('1.37289627545554', '103.742568745239')"
9301,808D CHOA CHU KANG AVE 1,"('1.37488445323866', '103.745409019573')"
9302,809A CHOA CHU KANG AVE 1,"('1.37520977307986', '103.745018192833')"
9303,56 TEBAN GDNS RD,"('1.32220164224483', '103.737751694996')"
9304,698B JURONG WEST CTRL 3,"('1.3406512946922', '103.707506154373')"
9305,698C JURONG WEST CTRL 3,"('1.34028016730054', '103.707599009323')"
9306,530D PASIR RIS DR 1,"('1.37187505519024', '103.950580696055')"
9307,121B EDGEDALE PLAINS,"('1.39308870276065', '103.909041773266')"
9308,676A PUNGGOL DR,"('1.40482709089795', '103.909870662158')"
9309,678C PUNGGOL DR,"('1.40621179054688', '103.90937278679')"
9310,676C PUNGGOL DR,"('1.40533143328057', '103.910586805301')"
9311,293C COMPASSVALE CRES,"('1.39710329279537', '103.895714685197')"
9312,216A COMPASSVALE DR,"('1.39078747856513', '103.893415096676')"
9313,520B TAMPINES CTRL 8,"('1.35726635061626', '103.939665206968')"
9314,889C WOODLANDS DR 50,"('1.43781260724005', '103.79240942154')"
9315,889A WOODLANDS DR 50,"('1.43756234209627', '103.793320189052')"
9316,807C CHOA CHU KANG AVE 1,"('1.37615600248366', '103.745821319559')"
9317,440A CLEMENTI AVE 3,"('1.31599867398385', '103.764197624976')"
9318,697A JURONG WEST CTRL 3,"('1.34103443749636', '103.708340995245')"
9319,676D PUNGGOL DR,"('1.40564086679302', '103.910923336736')"
9320,676B PUNGGOL DR,"('1.40489140820432', '103.910209749944')"
9321,677B PUNGGOL DR,"('1.40536468278241', '103.909508986941')"
9322,316D PUNGGOL WAY,"('1.40879311418322', '103.896812070957')"
9323,163C RIVERVALE CRES,"('1.38965895052743', '103.9082928215')"
9324,293B COMPASSVALE CRES,"('1.39699193578499', '103.895995258683')"
9325,215B COMPASSVALE DR,"('1.39000944345961', '103.893454183017')"
9326,163B RIVERVALE CRES,"('1.38919549974865', '103.908650220784')"
9327,163A RIVERVALE CRES,"('1.38955889926807', '103.908816898252')"
9328,7 UPP ALJUNIED LANE,"('1.33471455041652', '103.878708329058')"
9329,302A WOODLANDS ST 31,"('1.43185558749484', '103.775294044439')"
9330,889B WOODLANDS DR 50,"('1.43780529526113', '103.792896090852')"
9331,339 ANG MO KIO AVE 1,"('1.36447377253698', '103.849106056477')"
9332,260A ANG MO KIO ST 21,"('1.36928934819166', '103.834131942869')"
9333,194B BT BATOK WEST AVE 6,"('1.34513283900191', '103.744861953262')"
9334,194A BT BATOK WEST AVE 6,"('1.34468050128788', '103.7455138661')"
9335,96B HENDERSON RD,"('1.288056640159', '103.821285332505')"
9336,70A TELOK BLANGAH HTS,"('1.27637530976147', '103.81137191061')"
9337,95B HENDERSON RD,"('1.28697703899167', '103.821558832304')"
9338,70B TELOK BLANGAH HTS,"('1.27674945693288', '103.810541543465')"
9339,95A HENDERSON RD,"('1.28649254110004', '103.82143358771')"
9340,70C TELOK BLANGAH HTS,"('1.2759961853765', '103.810862988227')"
9341,105A DEPOT RD,"('1.28107116546835', '103.811405730352')"
9342,803B KEAT HONG CL,"('1.37381927100149', '103.743367182453')"
9343,804A KEAT HONG CL,"('1.37367233098073', '103.742000829882')"
9344,808A CHOA CHU KANG AVE 1,"('1.3754798756659', '103.745373277908')"
9345,815C CHOA CHU KANG AVE 7,"('1.37630418227263', '103.747457565703')"
9346,804B KEAT HONG CL,"('1.3731140372383', '103.74188877037')"
9347,808C CHOA CHU KANG AVE 1,"('1.37503135118645', '103.746186610645')"
9348,815B CHOA CHU KANG AVE 7,"('1.37684626113984', '103.747376759116')"
9349,808B CHOA CHU KANG AVE 1,"('1.37559249810909', '103.7460213304')"
9350,812C CHOA CHU KANG AVE 7,"('1.3727609833656', '103.745917783867')"
9351,811A CHOA CHU KANG AVE 7,"('1.3737308481902', '103.745929784531')"
9352,803C KEAT HONG CL,"('1.37338731917488', '103.744026034489')"
9353,816A KEAT HONG LINK,"('1.37603151881569', '103.748824632963')"
9354,805B KEAT HONG CL,"('1.37274770355775', '103.74315742408')"
9355,816B KEAT HONG LINK,"('1.37604113515339', '103.748460043787')"
9356,803D KEAT HONG CL,"('1.37289698327409', '103.744347570659')"
9357,810A CHOA CHU KANG AVE 7,"('1.37454644083077', '103.746304172261')"
9358,817A KEAT HONG LINK,"('1.37660757238152', '103.748545956804')"
9359,805C KEAT HONG CL,"('1.37268736243732', '103.743618216079')"
9360,817B KEAT HONG LINK,"('1.37708774602652', '103.748768050663')"
9361,810B CHOA CHU KANG AVE 7,"('1.37421764851385', '103.745467656318')"
9362,805D KEAT HONG CL,"('1.37241665311801', '103.744743989242')"
9363,802A KEAT HONG CL,"('1.37451584184376', '103.74347432386')"
9364,801A KEAT HONG CL,"('1.37584281436757', '103.743195889916')"
9365,801C KEAT HONG CL,"('1.37523164152737', '103.742766625186')"
9366,801B KEAT HONG CL,"('1.37582471905172', '103.742823385612')"
9367,818B CHOA CHU KANG AVE 1,"('1.37725874802106', '103.748291851205')"
9368,812B CHOA CHU KANG AVE 7,"('1.37298072773967', '103.746249268178')"
9369,818A CHOA CHU KANG AVE 1,"('1.37762936263123', '103.748488766609')"
9370,812A CHOA CHU KANG AVE 7,"('1.37338320239004', '103.746795820058')"
9371,818C CHOA CHU KANG AVE 1,"('1.37672184041416', '103.748150083183')"
9372,811B CHOA CHU KANG AVE 7,"('1.37312145835945', '103.745382153467')"
9373,801D KEAT HONG CL,"('1.37513575657307', '103.743031630831')"
9374,817C KEAT HONG LINK,"('1.37756652387037', '103.748989532974')"
9375,802B KEAT HONG CL,"('1.37474137483876', '103.742851486532')"
9376,802C KEAT HONG CL,"('1.37479380170162', '103.742607118184')"
9377,312C CLEMENTI AVE 4,"('1.31952267914453', '103.764025116013')"
9378,312B CLEMENTI AVE 4,"('1.3196729696325', '103.764455532029')"
9379,312A CLEMENTI AVE 4,"('1.31908894426179', '103.764441220265')"
9380,208A CLEMENTI AVE 6,"('1.3219234293777', '103.762384826925')"
9381,208B CLEMENTI AVE 6,"('1.32262137935118', '103.762449443017')"
9382,63 SIMS PL,"('1.31659507864197', '103.879545641729')"
9383,119 ALJUNIED AVE 2,"('1.31920342964443', '103.886335477819')"
9384,52 CASSIA CRES,"('1.31067221805457', '103.88503171279')"
9385,473B UPP SERANGOON CRES,"('1.37593845080051', '103.901084524846')"
9386,473A UPP SERANGOON CRES,"('1.37682525094625', '103.900641038235')"
9387,473C UPP SERANGOON CRES,"('1.37628006481899', '103.901387559')"
9388,473D UPP SERANGOON CRES,"('1.37667371760412', '103.901954069082')"
9389,313 HOUGANG AVE 5,"('1.36521740546842', '103.894771265948')"
9390,932B HOUGANG AVE 9,"('1.37512666113384', '103.882234927883')"
9391,932A HOUGANG AVE 9,"('1.37526558111202', '103.881750957344')"
9392,364B UPP SERANGOON RD,"('1.37051434802161', '103.897132658546')"
9393,365A UPP SERANGOON RD,"('1.36971560040268', '103.897624425125')"
9394,364A UPP SERANGOON RD,"('1.37060840744452', '103.896776019259')"
9395,365B UPP SERANGOON RD,"('1.36920419004326', '103.897512942583')"
